email_subject,email_open_user_count,sent_user_count,open_rate
The wedding look book for this season,96615,1018763,9.48
"Hi {user_first_name}, 100% Cashback Sale Live Now!",187555,1977800,9.48
Don't wait for the right opportunity!!,6231,65697,9.48
Gift Your BFF Bestsellers! 🎁 Min. 500 Off,71639,755400,9.48
WHY BUY 1 WHEN YOU CAN BUY 3 FOR 999,61172,646197,9.47
Last 2 Hours Of Birthday Bash🎊,24584,260000,9.46
Festive Season Is Here! Shop Collection,75914,802158,9.46
🌻Summer Calls Under 699! Get Ready🌼,1812,19162,9.46
Graphic Tees To Shop Under 599!,7380,78012,9.46
"{user_first_name}, Min 50% off on bestselling tops | Free Shipping!",3469,36658,9.46
"Style Varun Dhawan & his cute date..Who is she? Come, find out!",1383,14612,9.46
90% Of The girls are buying this for Valentine!,21395,226087,9.46
Just Summer Things! All Pink for Spring you Need Now!,80397,850680,9.45
Get 2 tees under 799!,4780,50566,9.45
Sunday=Funday 🍻 Easy Breezy Tops Picked Out For You!,39600,419256,9.45
Denims & Distressed Denim Under 1299!,7542,79778,9.45
Top Offers: T-shirts starting Rs. 349! Check'em out!,203275,2151226,9.45
Bring home a BRAND NEW TV this Diwali,5010,53055,9.44
Military Green Shirts! Shop Now,122906,1302592,9.44
👀 Claire Foy's Greatest Style Moments!,4618,48911,9.44
DISAPPEARING FAST | Min 50% Off,67523,715058,9.44
Let's begin HOLI with Colours & Love!,25012,265171,9.43
Flat 500 Store Plus Free Shipping! 🎁,24061,255083,9.43
The 599 Store: Trendy Kurtas for Day & Night!,180814,1917181,9.43
Hand-picked Goodness! Under 899,21403,226951,9.43
"Hi {user_first_name}, Claim Your Prize!",198189,2101452,9.43
HOT OFFERS! Ruffles Upto 80% Off,24097,255533,9.43
Hello there! Buy 2 Get 1 Free is live,556104,5894497,9.43
600+ Summer-ready kurtas 👗,18922,200761,9.43
Get Free Shipping on These Amazing Styles!,26158,277791,9.42
Min. 70% Off! Summer Sale,69225,735103,9.42
50+ Cotton kurtas you need for summer,22220,236004,9.42
Kurtas by Varanga upto 70% off,6479,68805,9.42
Badhai Ho Badhai,1022,10848,9.42
Solid Colour Sneakers! To ❤️,72778,772672,9.42
Clearance Sale: Upto 90% OFF on everything | Free Shipping!,257735,2737757,9.41
"Hi{user_first_name}, Min. 800 Off on Tops & Dresses!",20320,216045,9.41
Turn your mehendi into a fashion party,96818,1028822,9.41
All Under 599: Must-Have Kurtas,87435,930027,9.4
Get your FREE gift! Start shopping,136248,1449840,9.4
The Best Tops For A Hot Day,5454,58038,9.4
8 Ways Of Getting That Hot Bod Minus The Gym 👯.,33239,354186,9.38
Pretty In Dresses! Buy Now,24832,264790,9.38
Breaking News!,352616,3757632,9.38
Solid Shirts To Shop Under 899!,34073,363274,9.38
Top 30 Printed Tees Under! 599!,7065,75376,9.37
Wardrobe Staples! Checks & Stripes,37605,401180,9.37
Henleys are always a classic! Grab them now,56980,608345,9.37
"The 799 Store! Shop Clothing, footwear & accessories",114804,1224922,9.37
Under 999: Must-have kurtas in your wardrobe!,202284,2157917,9.37
In Pretty Colours & Summer Fabrics!,27645,295416,9.36
Ready! Set! Style! | Fit & Flare Dresses 🌈,23418,250139,9.36
Tees To Grab Under 499!,66886,714761,9.36
You were born to SHARE,273,2921,9.35
Valentines Special! Dress in Reds and Pinks,6022,64449,9.34
Stun At The Reception Night,86938,931242,9.34
"{user_first_name}, 400+ Trendy dresses handpicked by Rina Walia!",38868,416286,9.34
400+ Trendy tops for happy summer days!,3241,34714,9.34
This SALE'S Almost OVER! 👻,60771,650823,9.34
"{user_first_name}, 300+ Trendy kurtas handpicked by Rina Walia!",5934,63574,9.33
4 Earthy Shades To Wear This Monsoon,61974,664444,9.33
Be ladylike in black and white.,3377,36205,9.33
New arrivals! get your hands on these!,77704,832993,9.33
Sharing is not a burden but a joy,952,10199,9.33
Foil prints at 500! Shop till you drop!,67585,724082,9.33
Gorgeous kurtas at flat 799 | Free Shipping,6480,69467,9.33
Our must have new Quirky print mix Saree Range,111786,1199335,9.32
Hit The Jackpot!,102835,1103249,9.32
Exclusives for your cart! Watch Out,150438,1614651,9.32
International Day Of Happiness 🙂😀😃😁 Everything Yellow Hand-picked!,48576,521189,9.32
"Hi {user_first_name}, Claim Your Prize!",590029,6333476,9.32
11 Key Pieces For Spring You Absolutely Need NOW!,48172,517048,9.32
No More Boring Days At Work! Guess How,36106,387723,9.31
So Many Insane Deals In One Place,36531,392466,9.31
Our favourite looks from #Sonamkishaadi,1679,18032,9.31
Raining Discounts at EOSS!,211594,2274436,9.3
Most loved kurtas at minimum 50% off | Free shipping!,11047,118741,9.3
Enjoy The Little Things 🍂 Autumn Winter '18 Collection Live NOW!,48791,525107,9.29
Min 50% off: summer ready kurtas,39619,426535,9.29
Hi{user_first_name}! Did you know? This gorgeous {product_name} is available for only {product_selling_price}.,32791,353024,9.29
90% Of College Girls Shop This Brand!,24834,267585,9.28
Handpicked By Our Fashion Editors,32107,346031,9.28
Shocking!! 100% Cashback sale is Ending,32799,353324,9.28
Bestselling Tops for Day & Night. Check Now!,82668,891195,9.28
Everything Hot & Fresh This Week🔥.,3478,37492,9.28
"{user_first_name}, Min 60% off on best selling kurtas! Buy Now.",7654,82472,9.28
FOMO! {user_first_name},3280,35391,9.27
The must-have pieces of the season,36438,392975,9.27
New Arrivals by Peter England,2726,29422,9.27
Morning pujas made so much easier!,71709,773332,9.27
Flirty Skirts To Woo Your Crush!,65856,710596,9.27
Last call! Because somethings never come back,888,9577,9.27
Hi {user_first_name}! The 100% Cashback Sale is Ending,183076,1975996,9.26
Something big is coming soon!,32032,345828,9.26
Shawn D'souza is crushing on hooded tees!,124855,1347990,9.26
Editor's Picks for winters!,27911,301258,9.26
End Of Season Sale Is Live! Shop Dresses | Free shipping,1102,11895,9.26
Twin With Your Best Friend!,1734,18731,9.26
We agree. Get upto 50% + 10% off!,41564,448972,9.26
90% Of Women Are Loving These Kurtas,72467,783365,9.25
We all love trends that suit every season,38523,416676,9.25
82.75% Girls Loved These Sneakers On Guys!,73248,792239,9.25
🏁Top 10 Supermodels Of All Time 🏁.,41212,445716,9.25
Trend To Own: Tropical Florals!,53782,581152,9.25
Inspired by Ram Kapoor's new look?,5398,58447,9.24
The new summer palette for 2018!,100348,1085514,9.24
Trousers To Shop Under 899!,68054,736649,9.24
6 hours to go!,180956,1959350,9.24
#BajiraokiMastani to celebrate her 33rd birthday!,236,2553,9.24
What's Blue for Summer? Show me!,41128,445064,9.24
Shirts you'll wear to work & beyond,10986,119063,9.23
💥⭐️Dang! Tuesday!! Everything Fashion Is Here! Shop Tops & Tunics!,36978,400482,9.23
Say What? Tops Starting 599 🎁.,4244,45971,9.23
Big Deal Ahead!,2908,31540,9.22
Get Your Dream Wardrobe!,3023,32793,9.22
"{user_first_name}, 200+ Trending Tops at Lowest Prices Ever!",42986,466061,9.22
Lady In Red | All Eyes On You,5101,55305,9.22
Beach Travel? Start With A Sunscreen🌼,73983,802840,9.22
Christmas Bells! Shop Tops & Dresses,26898,291763,9.22
Sleeve Play! Shop Trend,29971,324981,9.22
BIGGEST TREND this WINTER - Layers!,76151,825539,9.22
Your Wishlist on Flat 700!,1695,18384,9.22
New New New! Embroidered Tops For Summer Play🌼,2280,24768,9.21
Summer favourite Sandals & floaters,1648,17884,9.21
Extra Rs.1000 Off. Wake up!,42398,460506,9.21
The Price Store: trending styles for every woman | Free shipping!,9275,100675,9.21
Thinking Black & Red! Tees under 699!,7864,85430,9.21
"1 white shirt, 3 ways to style it!",102607,1114937,9.2
Urgent: Be vary of fraudulent communication.,263114,2861035,9.2
Denims To Grab Under 899!,73617,800423,9.2
Must-Haves! Min. 1000 Off,4195,45653,9.19
Keep calm in these cool colours!,33214,361269,9.19
Kurtas for nine to wine | Shop must haves!,10136,110315,9.19
What we love doing every morning?,4409,48028,9.18
Handpicked Kurtas To Gift Your Sisters,95628,1042255,9.18
Win a free I Phone for the first-time ever😱,1003,10940,9.17
Bollywood couples we want to see get married ❤️ Get their style 🎀.,38633,421322,9.17
Don't Open! It's Cold,29079,317147,9.17
Buy 2 Get 1 site-wide!,46682,509178,9.17
The Trend That Stays! #CropTops2018 🌻.,39060,426557,9.16
Here To Make your Day Better,25397,277403,9.16
Rock n Roll In Rainbow Stripes!,31523,344277,9.16
Limited Offer! All at Flat 600!,1648,18001,9.16
Hi{user_first_name}! Best Watch Combos under 499!,21069,230316,9.15
"{user_first_name}, Your reserved item is waiting! Complete your transaction now!",136276,1488639,9.15
Your Zodiac Says YELLOW For Today! ⭐️,66587,727480,9.15
Happy Holi: Play with perfect looks for the Summer!,182013,1992265,9.14
It's Crayola Baby! Shop It,76026,831910,9.14
Best-Selling Products Gone In 3…2…1…,79659,871310,9.14
Dress up & show up! kurtas under 599,70546,772173,9.14
Flat 499: Summer tees for the season!,8099,88622,9.14
Stay pretty in Polka dots! Shop kurtas & sarees!,75062,821024,9.14
Stripes Are Back & Are Here To Stay!,77950,853767,9.13
The Ultimate Power Accessory!,54380,595876,9.13
12 summer staples for your wardrobe,82055,899175,9.13
The Best Looks For Movie Night With BAE 💋.,36558,400437,9.13
Do Not Miss Our All New Gota Work Collection,40250,440966,9.13
Bestselling t-shirts at flat 359! Hurry!,53186,582676,9.13
Outfits for your Girl Gang at 70% Off 🎉,110562,1210616,9.13
Are you updated? See what’s bestselling!,39546,433258,9.13
Get a 2 month free subscription for ErosNow! Start streaming!,1346,14746,9.13
Tuesday's Bestsellers! Tops To Admire,1345,14739,9.13
It's #DeepVeerKiShaadi & you're invited,1184,12967,9.13
Must-have Sweatshirts for the Winter season | Free shipping!,50768,556397,9.12
"The 999 Store: Shop Kurtas, suits, sarees & More | Free shipping!",187209,2052007,9.12
Red in violence or Red in love?,2550,27967,9.12
The denim craze isn't over yet,33530,367814,9.12
Chilling at home? Get Sara Ali Khan's look,926,10168,9.11
"Hola {user_first_name}, the {product_category} you just viewed is a hotselling favourite!",85839,942648,9.11
Which Superhero Are You? Tell us here.,25557,280542,9.11
Bleed Blue! Now In Under 499 Only,31955,350768,9.11
Launching Your Favs! Swipe To Buy,32103,352439,9.11
Here's your chance to be a Bollywood Stylist!,663,7274,9.11
Latest on LimeRoad!,27890,306210,9.11
Be festive ready with these must-haves,68438,751905,9.1
10 Gifts to Get Your Best Friend,35366,388787,9.1
Bollywood's iconic looks for Holi!,92746,1019023,9.1
Hot Trend Alert: Slides And Mules For Spring!,3317,36431,9.1
"{user_first_name}, Minimum 500 off on Kurtas & sarees!",70218,772505,9.09
Trends with Benefits. Shop 2 tees for 599!,36092,397343,9.08
"The more you CREATE, the luckier you get!!",6286,69264,9.08
Deal for your benefit! Extra 21% Off.,215871,2376924,9.08
Republic Of Offers! Crazy Sale,23175,255314,9.08
"Life isn't perfect, but your STYLE is!",6174,68021,9.08
One can never have enough black!,7070,77901,9.08
New Season New Arrivals! Shop New + Free shipping,39755,438302,9.07
Blink & you'll miss it | Upto 90% off,6349,69977,9.07
Dress To Impress! Shop Dresses & Jumpsuits💃🏾,2027,22345,9.07
Top selling kurtas under 499,77249,852533,9.06
"Summer Loves Prints, Shop Tops",16333,180200,9.06
Ethnicwear Edit to celebrate our Freedom!,70263,776695,9.05
Sale Take Away! Shop Now,179961,1988784,9.05
Click To Open The Surprise Sale 🛍,36625,404689,9.05
Get 2 T-shirts under 699,4624,51134,9.04
WAIT. WHAT? SALE!,29217,323195,9.04
The Propose Day Edit 💖 Shop Everything Hearts!,43411,480073,9.04
"Hi{user_first_name}, Minimum 500 off on everything! Shop Now!",100346,1110138,9.04
Surprise! You've got 100 shopping credit | Free Shipping,232569,2571455,9.04
All Things Cute & New! Shop New Arrivals 🌱,99947,1106576,9.03
Angrakhas for alluring layers and knots,81578,902969,9.03
Standout in enchanting & romantic ruffles,35179,389526,9.03
Extended only for you!,43501,482090,9.02
Flat 800 Kurta Shop| Don't Miss It,5259,58304,9.02
Slim fit denims! Upto 60% off,1505,16706,9.01
We Are Planning A SURPRISE,36526,405252,9.01
Footwear to step it up! Under 999,8626,95698,9.01
Tops in the Colours of fall!,32231,357808,9.01
Just Summer Things!,67167,745242,9.01
Double Offers = Double Fun,53163,589943,9.01
Getting Cold? Get min. 70% Off,85459,948768,9.01
Make Today Amazing,823,9143,9
"Hi{user_first_name}, Click to continue order confirmation..",138889,1542790,9
We love to get inspired by you,864,9606,8.99
Fantastic flares! Take a look,6463,71924,8.99
You have what it takes to be a Star Stylist,762,8473,8.99
Platform Flats Are Monsoon Favourites!,31527,351258,8.98
"Style Report, Spring 2018 🎀 Stripes. Checks. Polka Dots.",35905,399709,8.98
Everything Fresh & Feel-good | New kurtas for you!,84252,938730,8.98
Layer Yourself Up In These Kurtas 💃🏻,70040,779724,8.98
"The 999 Store: Shop t-shirts, shirts, bottomwear & More | Free shipping!",198734,2214443,8.97
Tinted Spring Things In Peaches & Creme 🍑 Shop Trend.,45111,502915,8.97
Footwear to step it up! Upto 65% off,1498,16695,8.97
ONE DAY SALE | Selling Quickly,5760,64214,8.97
Polka Dots Are Back! Rock The Timeless Trend,34303,382465,8.97
150+ Traditional Handloom sarees,11047,123250,8.96
Wardrobe Staples: Denims To Rescue🌻,1971,21986,8.96
Ethnic sets in festive colours for you!,53261,594754,8.96
10 Cult Classic Lipstick Shades You Must Own!,34225,382163,8.96
Casual shirts for 9 to 5,8975,100143,8.96
Flat. Sale. Alert.,17096,190822,8.96
Just Arrived : 300+ Light & Breezy Kurtas For Summer!,67169,750349,8.95
Hi {user_first_name}! The 100% CashBack Sale is Ending Soon!,257031,2871929,8.95
Upgrade your wardrobe! Handpicked styles,35139,392655,8.95
Dresses To Tops! Now Disclosed 🎉,1623,18141,8.95
Wednesday Fashion Vibe 🎈Check Out Our Super Cool Tops & Tunics!,42064,470480,8.94
Party Night Done Right: Dressed To Impress,23500,262971,8.94
Trend Arrest! Here To Make Your Day,1974,22097,8.93
Bestselling Below 399/- | Just For You,31376,351241,8.93
Deepika Padukone's chic ethnic looks!,62943,706016,8.92
"Budget Friendly Looks, For Your Day Out!",27279,305916,8.92
Unveiling your DREAM DESTINATION! Click to know!,211,2366,8.92
Come! Take Your Pick!,21045,236050,8.92
Tees in a bunch! Starting 399 | Free Shipping,100743,1130072,8.91
The Independence Day Special! Click Now,34801,390656,8.91
Your Fav Picks Under 499!,27894,312892,8.91
Best selling styles at never before prices | Shop sale!,7845,88076,8.91
#GoneTooSoon ❤️ Sridevi In Our Hearts ❤️.,43111,484299,8.9
Gorgeous kurtas at flat 499 | Free Shipping,135994,1528667,8.9
Make the simple awesomely simple,5079,57135,8.89
Denims & tees for summer days,219740,2471327,8.89
Hot Summer Favourites! Shop Florals,24500,275494,8.89
Give A Spin To Your Traditional Outfits.,34737,391119,8.88
Under 499: Printed kurtas for work & for play!,60466,680704,8.88
The A-Z Of Flared Bottom Wear!,75603,852686,8.87
Upto 70% Off | Kurta Pant Sets,84091,948191,8.87
Sale Alert! Buy 2 Get 1 Free,462463,5216114,8.87
Evening looks! Party dress to turn heads,34140,385284,8.86
"{user_first_name}, Tropical Floral Kurtas To Wear Right Now",7252,81825,8.86
Reasons to cheer 😍 EOSS is here,293697,3319955,8.85
Trousers That'll Spice Up Your Work Wardrobe!,77083,871330,8.85
5 Of Alia Bhatt's Best Instagram Looks To Recreate This Spring🌻.,36929,417319,8.85
200+ styles at flat 70% off,80341,907430,8.85
Hola! You've got Rs.1000. Yayyy!,36190,408808,8.85
You're Going To Love This,5879,66406,8.85
Everything Hot & Fresh This Week🔥 | Shop Dresses!,34064,385072,8.85
Everything at Flat Prices!,65117,736126,8.85
Comfy Suits in pretty prints,59084,668094,8.84
Planning A Vacation? Get Your Looks,20735,234528,8.84
400+ Dresses for shiny summer days | FREE SHIPPING!,4404,49806,8.84
Must have 👕tees👕 for every season!,61337,694168,8.84
Freedom Of Style! FLAT 900 STORE,5942,67312,8.83
New message💌 upto 70% off,57218,648271,8.83
Stylish Picks By Our Editors! Festive Vibes,34018,385173,8.83
Woman’s Guide To Independence Day Dressing,20504,232170,8.83
50 stylish suits to wear to work!,76599,867121,8.83
Fresh & new kurtas for you | Starting 699!,7406,83910,8.83
Anushka Sharma's Rustic Jewellery Look,5932,67156,8.83
What's you lucky number?,134361,1521501,8.83
Flaunt your Dusky skin! Shop kurtas in flattering hues!,76344,865648,8.82
Allen Solly upto 50% off,1550,17582,8.82
Thrive On Shine But Cover Your Eyes! 🌻.,40992,464609,8.82
This Sunday We Got You Something For Day & Night 🌟 Shop Now.,33342,378617,8.81
Get 2 Watches Under 599!,5872,66644,8.81
"{user_first_name}, 600+ Cotton Kurtas at Lowest Prices Ever!",83855,951992,8.81
Bestselling Dresses In The Name Of Love 💃.,37318,424038,8.8
Alia has the perfect look for summer,5748,65307,8.8
