email_subject,email_open_user_count,sent_user_count,open_rate
260+ Stunning Jeans With Upto 71% Off,23894,228039,10.48
"{user_first_name}, Stylish New Tops At 399",63821,609376,10.47
"{user_first_name}, 500+ mandarin shirts for summer",6652,63556,10.47
Lightening⚡️deal! only for a few hours!,81648,779924,10.47
Casual shirts for work & play!,48157,460515,10.46
Summer shirts in white & blue! Starting 499!,191603,1832275,10.46
"{user_first_name}, What your drink says about you!",222313,2125794,10.46
Hurry! 3 for 999!,71431,683181,10.46
Dresses at Min. 50% Off,22372,214188,10.45
This Invitation Expires Today,74417,712454,10.45
SPOTTED: Soha Ali Khan in green suit,5797,55468,10.45
New Kurtas| Your Girl Gang Is Loving These,74530,713185,10.45
A New Secret For Your closet...Shh,24373,233136,10.45
Good Things Comes To Those Who Click,87155,833701,10.45
Make heads turn with these stunning Sarees,115844,1108711,10.45
Your best friend's wedding? Shop here,74056,709672,10.44
Top 10 Holi White Maxis! Rock The Look,28893,276857,10.44
OUR STYLIST'S VALENTINE WARDROBE,147945,1417984,10.43
90% Of Girls are Drooling over This!🌸,33910,325137,10.43
Work to wine! 200+ Kurta sets to go everywhere.,5827,55895,10.42
Shoes To Step Up Your F-Game,124448,1194492,10.42
Day To Night Outfits!,32621,312923,10.42
Tops Starting 299 🎀,9937,95377,10.42
🌻The Spring Sale Is On🌻Let's Shop & Save!,31154,299029,10.42
United Colors of Benetton | Flat 30% off!,7738,74312,10.41
Under 999: Printed kurtas for work & for play!,6348,60976,10.41
NEW STOCK DAILY!💥Be The 1st To Pick!,75784,728102,10.41
3 simple steps to win a Smartphone,5186,49808,10.41
This Collection is just for you! Editor's Picks Ahead💫,16147,155158,10.41
A lot has changed since you left!!!,6927,66516,10.41
Valentine's Deal with all FLAT DISCOUNTS!,75136,721945,10.41
200+ Handpicked Casual Shirts For You,115710,1112800,10.4
Magical Ingredients for skincare✨,35332,339859,10.4
Add Some Colour To Your Wardrobe!,83605,804205,10.4
On-trend styles by Cobb! Flat 55% off,13036,125297,10.4
Party Night Done Right 🎷 Dressed To Impress!,1792,17242,10.39
Hot. Hot. Hot: Buy 2 Get 1 Free,525706,5061602,10.39
Trend Alert: 6 Types of Jeans Every man needs!,70739,680782,10.39
Is Everything Black⚫️& White⚪️? OH YES!,62154,598699,10.38
Your Dream OFFERS on Trendsetters!,80623,776575,10.38
7 of Meghan Markle's Most Casual Looks🍸.,35705,343965,10.38
Winter Trend! Its All About The Layers,99305,956369,10.38
Hi{user_first_name}! Save Rs.{product_discount} on the {product_category} you just viewed! Only valid today!,41707,402202,10.37
Buy 2 Get 1 Free!,849192,8199951,10.36
Season Of Sweaters! Shop Collection,30535,294635,10.36
250+ Dresses Upto 70% Off!,26872,259277,10.36
The Big End of Season SALE starts Now! Stop everything & shop!,223760,2159566,10.36
Rs.{credit_given} added in your account! It's free shipping too!,34246,330785,10.35
"{user_first_name}, It's a shopping haul | Kurtas starting 799!",9930,95985,10.35
Outfits for your Girl Gang at 50-70% Off🎉,80674,779143,10.35
Winter Whites! Shop Winter Wear!,107053,1035675,10.34
Kurtas For brunch with a new date | Shop now!,103067,996678,10.34
Buy 2 for 1299: Get them before they're gone,13618,131666,10.34
80% Of Your Girlfriends Are Loving These,77432,748641,10.34
Basics Upto 80% Off!🌸Happy Colours,23185,224250,10.34
The Best T-Shirt To Own In Every Colour!,89424,865931,10.33
Girls Just Wanna Have Fun! Summer Print,74365,719910,10.33
Wine-ing! Tops & Dresses all the way,17535,169720,10.33
Boys are Loving These Florals For Girls💞,1895,18351,10.33
"If you love, SHARE",1026,9930,10.33
Twist and twirl in maxi dresses | Free shipping!,45189,437259,10.33
For office to outdoors: upto 70% off on kurtas,129184,1250829,10.33
Our bestselling full sleeve tees,5942,57499,10.33
Your Fav Picks On FLASH SALE!,77320,748867,10.32
Lime Delight: 2000 Credits have been added. Shop Now!,51730,501129,10.32
Now or Never: Buy 2 Get 1 Free!,32364,313609,10.32
Blogger picks out her 10 fav quirky sarees!,85256,826005,10.32
Your Guess perfume is juat a click away!,889,8612,10.32
You Got Lucky 🍀 3 for 999 🍀 Shop Tops!,34691,336184,10.32
Tuesday's best handpicked styles,78331,758794,10.32
Top Brand Deals! Min. 50% Off,26638,258334,10.31
Sarees that you can pass on for generations!,83764,812226,10.31
"Happy Birthday, Barney Stinson!",57817,560514,10.31
Put These Jackets On!,71445,692759,10.31
{other_user_name} & {no_of_users_viewed} others people added this product in cart in last 5 minutes.,298219,2893693,10.31
Alia Bhatt's Floral Kurta Picks!,78667,762669,10.31
It's the final Call! Shop Away,27410,265925,10.31
🌼🌞🌻Summer Calls For Easy Breezy Dresses,74240,719751,10.31
This Will Make Your Week Fly✈️By!,62634,607542,10.31
"Of prints & borders, sarees to love!",132990,1291508,10.3
Love only grows by SHARING!!!,1477,14343,10.3
Sunday Calls For Bestsellers!,26921,261409,10.3
Our Bestselling Summer Tees,3055,29657,10.3
Master the millennial power dressing look!,59657,579272,10.3
Buy 2 Get 1 on every style you like!,47925,465349,10.3
🔮Click Open For the MAGIC 🔮,80558,781949,10.3
200+ Bestselling Sarees,151023,1467737,10.29
Mandarin Shirts! Under 699!,82379,800406,10.29
Big Deal Ahead !,57786,561390,10.29
Wear Your Style With Attitude!,61633,598824,10.29
Steal The Deal To Get The Saturday Feel!,117887,1145096,10.29
Pick the right bottoms for summer. Shop Essentials!,4001,38882,10.29
Shirt's you'll wear everyday! Flat 50% off!,200516,1951242,10.28
In Love With STRIPES For Summers!🌸,2549,24804,10.28
Everything Hot & Stunning In Red,18243,177532,10.28
Yayyyy! Your looks got more than 100 views!!!!!!,266,2588,10.28
Slash Sale: Biggest Discounts! Cart Filling Goes Live at 1 am.,166096,1615727,10.28
You. New Styles. Right Now.,69400,675144,10.28
Style Update: It's All about the Sleeves!,4537,44160,10.27
Stay breezy in these palazzos!,36083,351484,10.27
300+ handpicked tees for a wardrobe upgrade | Free shipping!,230209,2242492,10.27
Top deal on curated brands,14326,139544,10.27
Flared Kurtas upto 75% off,113311,1103907,10.26
your favs at your budget! hurry,25778,251129,10.26
#209 Trendiest Denims for Summer!,3991,38901,10.26
#582 Casual Summer shirts that you need to own!,8386,81722,10.26
100+ bestselling kurtis for you,71510,696713,10.26
90% of the girls are drooling over this!,27274,265936,10.26
Your Boyfriend Is Buying these for you!,25609,249521,10.26
🕗Time left: 3 hours! Get Free shipping on all your orders! Hurry!,355967,3471166,10.25
What Is Shopping Without The Happy Sale?,23596,230143,10.25
Under 999 Drool Worthy Exclusive Styles!,66082,644899,10.25
Found Here..Nowhere Else,5191,50645,10.25
"{user_frist_name}, Kurtas & Sarees all below 999 | Get them now!",5772,56336,10.25
Neons For Summers! It''s Electrifying,28916,281972,10.25
Get a New Shape with the T-shirt Bras!,34534,336854,10.25
250+Sexy dresses & tops! under 499,21563,210475,10.24
The 4 Days of Madness starts now. Know what's in!,488223,4767662,10.24
150+ Summer Friendly Chiffon Sarees | Free Shipping,167772,1638624,10.24
12 HOURS ONLY! Grab Your Most Loved Styles,73453,717014,10.24
The wedding bells are ringing🔔🔔,3155,30822,10.24
Trending In your city! Upto 78% Off,24923,243347,10.24
All new summer Tees,53344,521166,10.24
50+ Corset kurtas to flatter those curves,92422,902505,10.24
{user_first_name}! {no_of_users_loved} stylists have ❤ the {product_category} you just viewed!,266773,2605035,10.24
Your Fav Brand Starting At 399/- Only! Hurry💞,35115,342881,10.24
🏁 40% off on all whites starting now!,80181,783397,10.24
"Hi {user_first_name}, 3 FOR 999! Grab Them! 🏃🏻‍♀️",84178,821884,10.24
Holi Dhamal Colour Spalshed Kurtas,67490,659837,10.23
Top 10 Floral Suits For You!,179319,1753654,10.23
"Hi {user_first_name}, 6 Hours Left !",160118,1565642,10.23
All eyes on you! Fusion kurta styles 💯,83112,812435,10.23
Casual shoes under 999! Step it up!,9050,88518,10.22
200+ New & Trendy sarees | Free Shipping,167408,1638681,10.22
Tune In! Shorts for Sunny Days🌻,32207,315014,10.22
Pastel sarees for those wedding pujas.,18437,180434,10.22
Starting Rs. 359: Summer Tees for the season!,170803,1671685,10.22
Add to your wish list this festive✨season,82985,812024,10.22
Summer Calls For Mango Mojito! Woah,36641,358829,10.21
Clearance Sale: Upto 80% off on everything!,542275,5313223,10.21
"Winter-hued Kurtas with a casual, comfy feel",6355,62224,10.21
"Hi{user_first_name}, kurtas at Flat 70% OFF | Free Shipping!",83074,813328,10.21
6 Types of Shirts you need this summer | FREE SHIPPING!,175381,1719783,10.2
"{user_first_name}, Our bestselling denims upto 60% off!",182012,1784318,10.2
Countdown to Christmas🎄,31782,311674,10.2
"{user_first_name}, Min. 500 off on Everything | Free Shipping!",196574,1926894,10.2
Sunday sale for trendy stylish work attire | Free Shipping,123096,1206324,10.2
Flash Sale on your favs! Hurry,76440,749614,10.2
Make Your Monsoon Romantic!,39400,386670,10.19
Your Gym outfit needs a change.,90734,890357,10.19
Casual shirts for everyday | upto 60% off,4406,43243,10.19
Handpicked best-sellers just for you!,74349,729477,10.19
Let's fix you a good deal | Hot offers | Free shipping!,203572,1996880,10.19
Most Wanted Festive Ethnic Sets,79892,784246,10.19
New & Trendy Bottomwear In Your Budget!,2422,23781,10.18
Now or Never: Buy 2 Get 1 Free!,318197,3125829,10.18
Time to stand out from the crowd 💃🏻,40031,393184,10.18
Travel To Paris! Best Travel Guide✈️,75176,738594,10.18
"{user_first_name}, On-trend Minimal Tees For You",109407,1075201,10.18
#MakeAStatementWithSolidColours!,32285,317543,10.17
Melting hot deal: Kurtas at flat 699 | Free shipping!,5831,57345,10.17
90% Of Your GIRLFRIENDS Are Wearing These!,69615,684233,10.17
All the Love for Denims!,3965,38987,10.17
Deepika Padukone's winterwear for you!,26687,262575,10.16
Time to party! New tops for you,29508,290417,10.16
Because SHARING carries emotions,1119,11013,10.16
Timeless Trends Don't Miss It,28797,283383,10.16
It's raining gifts! Take your Fossil Watch.,865,8513,10.16
Sale Alert! Buy 2 Get 1 Free,95394,939917,10.15
Brands In Spotlight! Time For Some Love,29457,290332,10.15
SS ‘18 Trend Alert: Checks for summer!,214648,2115724,10.15
A Guide to Look Stylishly Patriotic,39363,388203,10.14
{no_of_users_viewed} users viewed this item in last 5 minutes!,274589,2708624,10.14
Must have fusion wear kurtas! shop now,74186,732243,10.13
Solid Shirts To Shop Under 1299!,59248,584682,10.13
Fresh & new kurtas All under 799!,87901,867303,10.13
Street Style: Do it like the models do!,30711,303271,10.13
We Have A Surprise! Click Now!,1487,14684,10.13
T-Shirts Starting At 297 Only!,193821,1913467,10.13
Dresses Starting 399! Just Add To Cart!,23192,229025,10.13
"{user_first_name}, 350+ Maxi Dresses For Easy Spring!",5687,56210,10.12
Tees by Rigo & Gritstones under 499!,212454,2100155,10.12
Festive Greetings. Here to make Dussehra special!,133276,1316616,10.12
The Sweetest Treats In Red🎈.,3711,36655,10.12
Upto 50% OFF | Save On Fashion,78722,779012,10.11
This style is celeb-favourite right now!,2348,23227,10.11
Join the tribe today! T-Shirts under 599,72830,720480,10.11
Get More Swipes On Tinder!,3874,38319,10.11
"{user_first_name}, 600+ Trendy kurtas handpicked by Rina Walia!",200235,1980099,10.11
#159 Rayon kurtas for Summer! Check'em out!,6130,60665,10.1
Aww In Dresses! At Flat 600,1674,16571,10.1
Tap into your Sole with these shoes.,77717,769762,10.1
End Of Season Sale Is Live! Shop Tops | Free shipping,28910,286301,10.1
The Style Guide: Fabulous Fashion for every age!,6593,65275,10.1
30+ Colorful dupattas for every occasion!,276262,2735706,10.1
Top Brand Deal! Under 499,34825,344779,10.1
Maximize That Look! Shop Maxi Dresses,36320,359662,10.1
"{user_first_name}, Min 50% off on Bestselling Kurtas | Free Shipping!",191567,1897972,10.09
Min 70% Off On Kurtas! Get The Look,45287,449031,10.09
Lovin' The new Vibe This Summer! Try It🦋,28165,279083,10.09
Everything Is Pretty & Majestic 🌻 Shop The Prettiest Florals.,36121,357900,10.09
The hottest way to style your kurtas for spring!,123257,1221978,10.09
"Hi {user_first_name}, stay trendy with bandhani and leheriyas!",67197,665678,10.09
Dresses & Jumpsuits! Under 599! 💃🏾,29280,290053,10.09
Every Girl's Dream Closet 👠👛 Shop Bags & Shoes.,28311,280605,10.09
On-trend Sneakers - upto 70% off | Free shipping!,31546,312976,10.08
Happy Birthday to the BADSHAH of BOLLYWOOD👑,3161,31349,10.08
Tops That Are Sure To Make You Happy! Shop Pink 🎀.,43437,430988,10.08
❣️Meet The NEW Must-Haves❣️Shop New dresses!,3703,36747,10.08
Favourites For NOW & LATER | Free Shipping,33703,334308,10.08
Gift Guide For Lovers! Take A Look,26003,258123,10.07
Rough & tough days with Denims!,133423,1324873,10.07
"{user_first_name}, Min. 60% OFF on Menswear essentials!",174938,1736796,10.07
Your BF is buying these for you. Know More!,61091,607417,10.06
Your guide to a smooth skin ! this monsoon!,96754,961596,10.06
Chic Colour Burst Kurtas,94829,942557,10.06
New-in - Casual shirts for you!,7863,78158,10.06
The Casual Shoes Collection Under 999!,8972,89164,10.06
Thinking Black & Red! Tees under 499!,207414,2061984,10.06
Fashion lessons from Birthday Girl Sonam Kapoor,147541,1467678,10.05
A modern man’s style guide,50507,502526,10.05
Tees handpicked for summer! Upto 60% off,6203,61712,10.05
Tees in your favourite prints & stripes | Free Shipping,5662,56343,10.05
Denims You Can Wear Every Day! Upto 60% Off!,6670,66407,10.04
"{user_first_name}, 200+ T-shirts on lowest prices ever!! BUY NOW.",197023,1961715,10.04
"{user_first_name},Min 50% off on trendy Tops & Dresses!",40481,403253,10.04
Handpicked kurtas to flatter those curves🔥🔥 | Free shipping!,96644,962691,10.04
FLAT 70% Off On Tops & Dresses!,26727,266216,10.04
Shop Today & Save Min. 500 Off!,89291,889325,10.04
You & I = Exclusive 💞 Shop Tops & Dresses | Free Shipping!,36280,361444,10.04
Summer In Pretty: 200+ Floral Maxi Dresses,26736,266360,10.04
Were you looking for these?,22620,225219,10.04
Summer Picks! Jumpsuits and Dresses only for you.,81642,814354,10.03
Do Me A Favour! Let's PLAY HOLI! 🔫,62519,623154,10.03
Under 999: Bestselling kurtas For You | Free Shipping,11454,114197,10.03
Bestsellers at best prices,153503,1532277,10.02
Peek-A-Boo👻Style Tips In Your Mail!,72615,724521,10.02
Extra Rs.1000 Off. Wake up!,327187,3266654,10.02
Flash Sale: Get Your Favs At Best Deals,24791,247497,10.02
Kurtas for a blue valentine💙🎀.,194404,1940099,10.02
Dress it up: shop maxi dresses,24414,243936,10.01
"""FINAL NOTICE"" Ethnic Dresses For Spring",68509,684109,10.01
Throw kindness around like Confetti,1041,10398,10.01
"Hi {user_first_name}, Buy 2 Get 1 Free is on fire!",109436,1092752,10.01
Meet the leading stars of Veere Di Wedding!,1590,15885,10.01
Flirty Flares for your next Date!,99990,998757,10.01
Vogue Picks! Shop Collection,1795,17928,10.01
Walk Of Fame! Picked By Fashion Experts,59885,598686,10
Fun facts about Aamir Khan we bet you didn't know!,214860,2147531,10
Flirty Florals| Find Your Print Charming🌸,34058,340692,10
Hey Good Looking!!,4940,49380,10
Alert: The Big Fat Indian Sale is going to end.,223096,2234152,9.99
So Monochrome! Shop Black & White tees,2713,27169,9.99
The saree craze isn't over yet,70074,701689,9.99
Inspire Your Heart With Art (And Craft),74760,748592,9.99
"That can't be Shared', said no SHARER ever!!",1320,13211,9.99
Pink Florals For Valentine! Upto 75% Off,24689,247365,9.98
Easy breezy in cottons! monsoon special,36922,369811,9.98
"{user_first_name}, 6 types of shirts you need right now!",215534,2159904,9.98
Bestselling tops min 50 % off,25236,253053,9.97
Treat Yourself With Tops!,18931,189786,9.97
"{user_first_name}, 600+ Tops for Happy Summer Day!",45895,460453,9.97
350+ Maxi Dresses For Easy Spring!,4185,42055,9.95
6 types of must-have Footwear!,156226,1570955,9.94
"Be giving, Start SHARING",1023,10294,9.94
Exclusives Only For You! Shop Right Now,28343,285042,9.94
Spring's Upbeat Style 💘 Tops In Blooms 🌷 Shop Now!,38545,387922,9.94
Exclusives! Just Feels Right,61668,620287,9.94
Do it the Denim Way!,72539,729671,9.94
Layered Kurtas To Keep You Warm,111567,1121867,9.94
Upto 50% Off On Van Heusen,97347,979783,9.94
It's a fresh start | Kurtas starting 699!,5634,56698,9.94
Everything at minimum 1000 off,143666,1445782,9.94
Our top selling bags under 999!,75607,761729,9.93
Casual Shirts To Shop Under 799!,78667,791825,9.93
Denims To Wear Every Single Day! Under 999!,6519,65667,9.93
Tropical Floral Kurtas To Wear Right Now,250492,2522588,9.93
Classic and contemporary kurtas for office 👜,97763,984585,9.93
Be The One To Stand Out! Coming Festive 💃🏻,81860,823979,9.93
"{user_first_name}, 5+ types of must-have Footwear | Free Shipping!",186093,1873830,9.93
Handpicked Style! Celebrate The Bond Of ❤️,75999,766125,9.92
Because STYLE is better when you're creating it!!,6738,67907,9.92
Buy 1 & Get 1 for Re.1 sale ends in 60 min.,67709,682294,9.92
Just For You On Xmas!,28970,292060,9.92
Your Favourite Florals are Under 799!,1670,16827,9.92
50+ Black Kurtas Handpicked For You,98129,989542,9.92
Maxi Dresses For Spring 🌻.,42880,432411,9.92
Trendy Dresses! Staple + Statement Pieces,34633,349200,9.92
Going to work just got fun!,34782,350973,9.91
Min. 500 Off + Free Shipping,95454,963300,9.91
Everyone in Bollywood is wearing Blue! Are you?.,215981,2179763,9.91
The Big End of Season SALE starts Now! Stop everything & shop!,285068,2877117,9.91
Style Your Tees In Brilliant New Ways!,27061,273245,9.9
Flat 50% Off On Everything!,120278,1215088,9.9
6 Types of T-shirts Every man needs | Free Shipping!,201877,2040622,9.89
Flat 70% OFF on Tees & More!,218213,2207240,9.89
Extra 21% Off + Free Shipping,405550,4102595,9.89
Pay For 1 & Get 2 Under 699!,7087,71669,9.89
"Must-have tees in shades of Black, Blue & White | Free shipping!",207061,2093886,9.89
The ultimate stripe tease | Shop the trend!,5726,57872,9.89
Steal Sidharth's everyday style | Free shipping!,7379,74640,9.89
The hottest trend of the season is here!,55084,557099,9.89
Party Outfits With Chain N' Snake Prints 💃🏼,33269,336661,9.88
These staples are missing in your wardrobe,40944,414224,9.88
Grab Our Bestsellers From Top To Bottoms!,27579,279127,9.88
All new tees for summer! Under 499!,268738,2720022,9.88
200+ Kurtas you'll be happy to own!,5688,57580,9.88
Upto 50% Off On Allen Solly & Others!,39556,400850,9.87
#118 Trendiest Denims for Summer!,23374,236728,9.87
Get Huge Savings!,3780,38284,9.87
These flirty dresses will get you in mood,38915,394815,9.86
T-Shirts To Shop Under 499!,77108,782304,9.86
Handpicked Summer Florals,111627,1132600,9.86
Your BFF picked up dresses for party!,26068,264444,9.86
Calling You For The Bestsellers | Shop Tunics!,33184,336669,9.86
Do you know who got engaged yesterday:),721,7319,9.85
4 Types Of Tops Every Girl Needs ✅.,51844,526318,9.85
"Hi {user_first_name}, stay trendy with dresses under 699!",28602,290357,9.85
With Everything New & Trendy!,2900,29435,9.85
Final notice top selling kurtas on sale,73478,746604,9.84
Party Wear Only For You! Shop Right Now,76696,779244,9.84
Working in PJs all day?,272,2764,9.84
Flared kurtas under 999! Hurry!,63935,649997,9.84
Tropical Floral Kurtas To Wear Right Now!,125025,1271109,9.84
"{user_first_name}, Handpicked Comfortable Clothing For Summer",54218,551461,9.83
Some things are right when they're black & white.,721,7331,9.83
Gorgeous Sarees : Buy 2 for 999!,73046,743104,9.83
Pretty In Pink & Red🌸 Girls Love These,37985,386514,9.83
Shoulder Sneak-peak! | Shop Tops & Dresses!,4875,49568,9.83
"DRESS up, Buttercup! 🔥 Shop Dresses.",50254,511709,9.82
Pamper Your BAE 👯 Happy Gal-entine's Day! Shop Tops!,36204,369107,9.81
The 12 minute total body workout!,263247,2683306,9.81
Hey Stylist! Where did you go?,246,2508,9.81
Tees by Rigo & Gritstones under 599!,8696,88604,9.81
Everyday style kurtas that you so need,93141,949590,9.81
"{user_first_name}, 6 types of Traditional sarees from the heart of India | Free shipping!",89152,908875,9.81
All Ruffled Up! Shop Now,21167,215754,9.81
Take a leap In These Trendy Sneakers,78458,799572,9.81
"Hi {user_first_name}, stay trendy with upto 40% off on dresses",2983,30399,9.81
🍻 To More Thoughful Buying!,39271,400917,9.8
"{user_first_name}, Offers as hot as you are!",212150,2164238,9.8
It's a colour show! Shop casual shirts!,214530,2189186,9.8
Your STYLE tells your story,1077,10991,9.8
200+ Exclusive Kurtas| Upto 70% Off,69246,707360,9.79
Min 40% Off On Your Boyfriend's Picks😊,64952,663614,9.79
Hot Trend Alert: Stripes & Checks | Free Shipping,25273,258218,9.79
"{user_first_name}, 4 Hot Trends For the Summer 🎯 Stay Updated!",40379,412456,9.79
New AF: See The Newest Now! Shop Tops!,37029,378676,9.78
Summer Street Style! Get Inspired!,8782,89791,9.78
"{user_first_name}, All things new under 999! Shop Now!",534105,5461642,9.78
200+ Handpicked shirts for summer - under 799!,164012,1676728,9.78
90% of college boys love these sneakers!,80722,825221,9.78
Party Time! All You Fashionistas Get Ready.💞,2555,26160,9.77
T-Shirts From Our Inhouse Brand Uloo!,90446,925358,9.77
WHOA! Clearance Sale! Min. 70% Off,79198,810484,9.77
Treat your Girl Gang with Top 10 Dresses!,25220,258320,9.76
Creativity is contagious,1051,10765,9.76
Shop the 7 Prints of the season!,37595,385318,9.76
Flat 500 Store!,267120,2735902,9.76
Everyday Classics! Shop Kurtas,98053,1004601,9.76
Make this Festive Season Bright & Beautiful,5192,53275,9.75
🎈👍🏻Step Up Your Print Game! Shop Polka Dots!,39602,406373,9.75
Highlight Your Features In These Slim Fit Shirts,156178,1601151,9.75
100% CashBack for last 60 Minutes!,63119,648319,9.74
Top 10 Date Outfits! Upto 70% Off,1708,17536,9.74
The 599 Store: Fresh New tops!,36367,373325,9.74
Maxis You've Been Wanting! Live Now,1554,15962,9.74
#TrendAlert: Raglan tees! Under 699,91210,936656,9.74
500+ mandarin shirts for summer,144423,1482720,9.74
Staying at home? Get Taapsee's look,4759,48927,9.73
"{user_first_name}, Min. 50% off on 200+ Summer-ready Kurtas!",197845,2033768,9.73
BUY 1 AND GET 2! HURRY!,85126,874664,9.73
Fresh & new kurtas for you | Starting 899!,5507,56644,9.72
Show us your Stylish Spark EVERY HOUR,4604,47383,9.72
First Time Ever! Pluss Upto 80% Off,28346,291523,9.72
Style Like Arjun kapoor & Ranveer Singh!,90025,925725,9.72
Looking Hot In Our Exclusives! LoveLime✔️,28007,288047,9.72
WFH? We’ve tips to make it interesting!,13498,138805,9.72
Bridal Sarees for that next Wedding! 🌸,69538,715227,9.72
The Best Of Polka Dots & Stripes!,4269,43955,9.71
Kangana Ranaut's elegant Indian feels.,79449,818547,9.71
Oh! So Flattering Kurtas,83104,856824,9.7
The clock is ticking. Enter Now!,687,7082,9.7
"{user_first_name}, 6 Types Of Tops For Spring!",34272,353168,9.7
"Chic Must-Haves, Let's Explore To Outshine",75325,777114,9.69
3 Key Pieces For Summer,118477,1222694,9.69
"Pay only for half, Grab them all",5372,55445,9.69
Every hour is A NEW CHANCE for you,5049,52094,9.69
Our Bestselling Jeans! 🎉 Keep Up!,5718,59011,9.69
Fresh Bottomwear style to own now!,830,8573,9.68
"{user_first_name}, 6 types of Silk sarees every woman needs | Free shipping!",148689,1536424,9.68
Less Money Spent=MORE Money SAVED! 💖,57661,595793,9.68
Sundays Are For Best Sellers! ❤️,63762,658785,9.68
Handpicked kurtas for you! upto 70% off,121047,1251046,9.68
Love A Good Bargain? Check Out Now,1998,20641,9.68
Feeling beautiful is the new cool!,3615,37382,9.67
Your Desires Fulfilled Exclusive Store!,68744,711047,9.67
Tees you can wear all year long!,44108,456256,9.67
Denims You Can Wear Every Day! Under 999!,72573,750261,9.67
Drape it like it's HOT| Shop New Kurtas!,199220,2061900,9.66
Attention; Beware Of Frauds❗,241959,2505249,9.66
We have something special for you!,32137,332769,9.66
Get 2 T-Shirts Under 599!,53770,556569,9.66
Bestselling T-shirts: Buy 3 For 999 | Free Shipping!,174638,1807197,9.66
Bringing The Best For You! Few Hours Only,34171,353609,9.66
Woo Your Loved One This Valentines!,72323,749022,9.66
Trending! Shop Love Lime,28103,291004,9.66
Your Best Friends Favourite Outfit! 👯,65780,681950,9.65
Newest Of The New! Shop Away,4264,44199,9.65
200+ Sandals & floaters for summer,14253,147715,9.65
Flared kurtas that flatter every shape,264292,2738650,9.65
Trendy Tops below 400/- 💞,33350,345710,9.65
Do small things in a great way,911,9437,9.65
200+ Bestselling Tops upto 70% off | FREE SHIPPING!,38070,394728,9.64
Ready for your dandiya nights? Have a look,74745,776081,9.63
"Hi {user_first_name}, Buy 2 Get 1 Free is on fire!",422031,4381555,9.63
300+ Summer-ready kurtas upto 78% OFF | FREE SHIPPING!,5257,54564,9.63
"Hi {user_first_name}, We think you forgot!",24213,251517,9.63
New New New 🌱 Shop Fresh Arrivals!,61568,639917,9.62
Rs. 300 Sale is ending in 6 hours.,208280,2165617,9.62
Spring Splurge| Richness Of Linens,75214,781808,9.62
Handpicked Elegent Sarees with Embroidered Border,115294,1197984,9.62
Flat 80% Off On Everything!,22816,237537,9.61
Min. 500 off on Must-Have Kurtas,80967,843254,9.6
30+ Sarees to wear when it's HOT,169010,1760270,9.6
DRESS UP! Friday Feels!,77013,802186,9.6
New drop! Our stripe collection is here.,35599,370727,9.6
Sweet sunday vibes: Best discounts for you | Free Shipping!,178307,1858243,9.6
Are you a real TV series buff?,804,8378,9.6
Hisssss! And she's back🐍!,631,6583,9.59
Cover up! Winter Kurtas to keep you warm!,90105,939378,9.59
Get your brothers the ideal Rakhi Gift.,37363,389950,9.58
Best Dresses To Live In All Season Long,22131,231128,9.58
Bring The Sexy Black Or The Classic White!,83382,870687,9.58
The ideal bifurcates for your Casual look,67556,705094,9.58
Flat 50% off on everything | Free Shipping!,175197,1827957,9.58
Joys Of The Big Price Drop!,23253,242764,9.58
Did you get invited for 'Veere Di Wedding'? Here's your chance!,1381,14434,9.57
Pretty Things For All Moods 🎁 | Free Shipping,24624,257569,9.56
Think Outside The BOX,4899,51227,9.56
Can work from home get any better?,2421,25337,9.56
"{user_first_name}, Trending Block Print Kurtas from Jaipur",13717,143465,9.56
All the indigos put in one place just for you + Free shipping,112725,1179532,9.56
For every denim lover!,57424,601567,9.55
Bf Calling? Here are Top 5 Date Oufits..,26323,275805,9.54
Perfectly styled ethnic sets,58897,617525,9.54
Swati Picked These GEO Prints For You,65226,683641,9.54
Ready For Holi Party #RangBarse!,197848,2076732,9.53
Thank God It's Friday Y'all! Let's Get You A New Top 🐥.,4672,49068,9.52
"Dear Spring, Hurry UP! Everything Exclusive You Must See!",35752,375441,9.52
Boot starting from 499 # Winter is here.,87883,922881,9.52
This Spring... 🌷 We Are Growing Flowers! Shop Florals!,35690,374751,9.52
Long Weekend Goals: Buy 3 kurtas for 999!,71990,756574,9.52
Upto 60% Off | Offer Updated,5926,62244,9.52
You have the power to inspire us everyday!,756,7946,9.51
Tops At Flat 80% Off💃🏼💰,24525,257791,9.51
Min 50% OFF: Gorgeous Dresses Under 599!,32215,338920,9.51
Bright new styles for sunny days | Shop the trend!,8419,88556,9.51
Fresh & new kurtas for you | Starting 399!,94095,989239,9.51
Work ready kurtas,867,9130,9.5
Hottest Trends for your cocktail are here,89191,938744,9.5
In The Blush Of Things: Shop Trend | Free shipping,59663,628667,9.49
You Need To Own!,90642,954869,9.49
The 999 store: Amazing styles under your budget!,204631,2155609,9.49
"FLAT 299 Kurta Shop! ""YOU'VE GOT 1 DAY""",68704,723724,9.49
3 for 999! Hurry 🏃🏻‍♀️,98667,1040289,9.48
The Season's Bestsellers Are Here! Shop Tops | Free shipping!,3548,37417,9.48
2 Days To Go! Holi Take away! Grab Them,67303,710260,9.48
Pretty Little Spring Things 🌹 Shop Tops!,43224,456148,9.48
